folder,class,line,basename
Updated ICube Objects 20260915,Foreign Matter,L31,20260824_015420_L31_PalletGHM0824063031_Cavity10_B01BK8T_Fail7_Score(1).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260824_021717_L24_PalletGHQ0824063346_Cavity13_B01BKJX_Fail4_Score(0.9457145).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260824_041230_L24_PalletGHU0824082907_Cavity7_B01BKJZ_Fail3_Score(0.9218401).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260824_055718_L31_PalletGHF0824103328_Cavity9_B01BK8V_Fail7_Score(0.9992813).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260824_061131_L26_PalletGHC0824103220_Cavity5_B01BKLX_Fail6_Score(0.9818215).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260824_113611_L26_PalletGHK0824155706_Cavity10_B01BKM0_Fail6_Score(0.971936)_0.9999_0.9639.bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260824_115904_L25_PalletGHS0824162357_Cavity9_B01BJVP_Fail4_Score(0.9451113).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260824_122633_L24_PalletGHA0824164305_Cavity11_B01BKK2_Fail7_Score(0.9943325).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260824_125619_L31_PalletGHJ0824173230_Cavity4_B01BK8W_Fail7_Score(0.9939128).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260824_134657_L25_PalletGHP0824181153_Cavity12_B01BJVP_Fail7_Score(0.9847386).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260824_143907_L31_PalletGHG0824190539_Cavity14_B01BK8W_Fail7_Score(0.9997001).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260824_154325_L31_PalletGHM0824201940_Cavity6_B01BK8W_Fail7_Score(0.9996822).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260824_173852_L31_PalletGHD0824221502_Cavity1_B01BK8W_Fail7_Score(0.9977087).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260824_174211_L24_PalletGHS0824215851_Cavity9_B01BKK3_Fail6_Score(0.9705326).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260824_183615_L26_PalletGHU0824225706_Cavity3_B01BKM1_Fail3_Score(0.9210191).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260824_200444_L24_PalletGHI0825002121_Cavity13_B01BKK3_Fail3_Score(0.9254798).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260824_220849_L24_PalletGHI0825022530_Cavity12_B01BKK3_Fail5_Score(0.9592142).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260824_223821_L26_PalletGHR0825025914_Cavity15_B01BKM2_Fail7_Score(0.9888176)_0.9906_0.7115.bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260825_000756_L24_PalletGHF0825042437_Cavity8_B01BKK4_Fail4_Score(0.9345546).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260825_001055_L31_PalletGHT0825044653_Cavity14_B01BK9L_Fail7_Score(0.9999269).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260825_001115_L31_PalletGHG0825044713_Cavity7_B01BK9L_Fail7_Score(0.9996324).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260825_004605_L31_PalletGHM0825052221_Cavity10_B01BK9L_Fail7_Score(0.996482).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260825_005503_L26_PalletGHC0825051557_Cavity2_B01BKM2_Fail4_Score(0.9380515)_0.9309_0.9869.bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260825_014823_L26_PalletGHE0825060914_Cavity10_B01BKM2_Fail4_Score(0.941406).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260825_022833_L26_PalletGHI0825064926_Cavity11_B01BKM2_Fail7_Score(0.9839453).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260825_092423_L31_PalletGHB0825135802_Cavity6_B01BK8X_Fail6_Score(0.977872)_0.9988_0.9930.bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260825_092751_L31_PalletGHT0825140408_Cavity4_B01BK8X_Fail7_Score(0.9991155).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260825_100202_L24_PalletGHU0825141843_Cavity13_B01BKK6_Fail7_Score(0.9992551).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260825_102710_L26_PalletGHG0825144801_Cavity7_B01BKM5_Fail4_Score(0.9412702).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260825_113610_L24_PalletGHE0825155253_Cavity13_B01BKK6_Fail7_Score(0.9972489).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260825_114428_L31_PalletGHC0825162045_Cavity7_B01BK8Z_Fail7_Score(0.9937794).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260825_115511_L24_PalletGHI0825161155_Cavity15_B01BKK6_Fail4_Score(0.9451209).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260825_121507_L24_PalletGHP0825163148_Cavity10_B01BKK6_Fail5_Score(0.9510464).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260825_124501_L26_PalletGHR0825170547_Cavity8_B01BKM5_Fail7_Score(0.9982834).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260825_144844_L24_PalletGHO0825190521_Cavity1_B01BKK7_Fail4_Score(0.9392694).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260825_201629_L24_PalletGHL0826003158_Cavity1_B01BKK8_Fail7_Score(0.9906775).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260825_213158_L24_PalletGHK0826014743_Cavity15_B01BKK8_Fail4_Score(0.9424621).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260825_215547_L25_PalletGHK0826022045_Cavity14_B01BJVJ_Fail7_Score(0.9938771).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260825_221447_L24_PalletGHB0826023133_Cavity7_B01BKK8_Fail7_Score(0.9873959).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260825_232952_L25_PalletGHF0826035455_Cavity4_B01BJVJ_Fail7_Score(0.9981141).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260826_002915_L24_PalletGHO0826044601_Cavity2_B01BKK9_Fail7_Score(0.9957788).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260826_010202_L24_PalletGHS0826051831_Cavity6_B01BKK9_Fail7_Score(0.9899144).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260826_024015_L25_PalletGHN0826070519_Cavity7_B01BJVJ_Fail4_Score(0.9345027).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260826_024812_L31_PalletGHH0826072434_Cavity5_B01BK9K_Fail7_Score(0.9993913).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260826_051338_L24_PalletGHA0826093019_Cavity11_B01BKKB_Fail7_Score(0.9934465).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260826_061701_L24_PalletGHG0826103347_Cavity12_B01BKKB_Fail7_Score(0.9997377).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260826_064713_L26_PalletGHD0826110814_Cavity15_B01BKM8_Fail2_Score(0.9142341).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260826_111245_L24_PalletGHN0826152935_Cavity5_B01BKKC_Fail7_Score(0.9926791).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260826_204218_L26_PalletGHJ0827010320_Cavity14_B01BKMC_Fail6_Score(0.9790316).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260826_215542_L26_PalletGHG0827021645_Cavity15_B01BKMC_Fail5_Score(0.951578)_0.8852_0.3379.bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260826_234850_L26_PalletGHL0827040954_Cavity12_B01BKMC_Fail7_Score(0.9900529).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260827_035435_L26_PalletGHJ0827081541_Cavity10_B01BKMB_Fail6_Score(0.9735927).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260827_061854_L31_PalletGHS0827105526_Cavity7_B01BK9C_Fail7_Score(0.9999985).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260827_073054_L31_PalletGHC0827120721_Cavity1_B01BK9D_Fail7_Score(0.9997686).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260827_092615_L31_PalletGHO0827140243_Cavity1_B01BK9D_Fail7_Score(0.9999779).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260827_100306_L31_PalletGHH0827143936_Cavity1_B01BLHP_Fail7_Score(0.9986361).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260827_103225_L24_PalletGHM0827144919_Cavity11_B01BKKJ_Fail5_Score(0.9651591).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260827_141119_L26_PalletGHN0827183221_Cavity11_B01BKMF_Fail7_Score(0.9897169).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260827_151043_L26_PalletGHT0827193150_Cavity5_B01BKMF_Fail6_Score(0.9697836).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260827_153510_L31_PalletGHG0827201139_Cavity1_B01BKRW_Fail7_Score(0.9997008).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260827_161348_L31_PalletGHJ0827205023_Cavity15_B01BKRW_Fail7_Score(0.9999776).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260827_191500_L24_PalletGHS0827233152_Cavity15_B01BKKM_Fail5_Score(0.9656383).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260827_195154_L31_PalletGHO0828002831_Cavity11_B01BKS0_Fail7_Score(0.999917).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260827_223037_L26_PalletGHU0828025140_Cavity14_B01BKMM_Fail6_Score(0.9671064).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260827_232627_L31_PalletGHR0828040257_Cavity9_B01BKVL_Fail7_Score(0.9999036).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260828_025108_L26_PalletGHE0828071219_Cavity4_B01BKMM_Fail7_Score(0.9854839).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260828_044901_L31_PalletGHF0828092530_Cavity13_B01BKVM_Fail7_Score(0.9999653).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260828_044929_L26_PalletGHT0828091039_Cavity10_B01BKMM_Fail2_Score(0.9061754).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260828_045443_L31_PalletGHL0828093119_Cavity12_B01BKVM_Fail7_Score(0.9999298).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260828_045458_L31_PalletGHM0828093123_Cavity13_B01BKVM_Fail7_Score(0.9909348).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260828_061635_L31_PalletGHR0828105208_Cavity5_B01BKVM_Fail6_Score(0.978904).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260828_062205_L24_PalletGHJ0828103905_Cavity7_B01BLK9_Fail2_Score(0.9096741).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260828_064717_L24_PalletGHN0828110405_Cavity8_B01BLK9_Fail7_Score(0.9901871).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260828_082813_L31_PalletGHM0828130443_Cavity5_B01BKVM_Fail7_Score(0.9997534).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260828_083734_L31_PalletGHJ0828131406_Cavity3_B01BKVM_Fail4_Score(0.9346992).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260828_122010_L26_PalletGHO0828164026_Cavity5_B01BKMJ_Fail7_Score(0.991917).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260828_133402_L26_PalletGHB0828175510_Cavity6_B01BKMJ_Fail5_Score(0.9606043).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260828_144337_L26_PalletGHH0828190450_Cavity10_B01BKMJ_Fail5_Score(0.963417).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260828_161530_L31_PalletGHK0828204729_Cavity6_B01BKS5_Fail7_Score(0.9854442).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260828_165857_L26_PalletGHN0828212011_Cavity2_B01BKMJ_Fail4_Score(0.9497109).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260828_181444_L24_PalletGHB0828223145_Cavity8_B01BLK4_Fail7_Score(0.9903772).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260828_181550_L26_PalletGHU0828223553_Cavity10_B01BKMJ_Fail6_Score(0.970562).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260828_191445_L31_PalletGHU0828234811_Cavity15_B01BKS6_Fail7_Score(0.9989785).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260828_193526_L24_PalletGHD0828235229_Cavity13_B01BLK4_Fail4_Score(0.9376718).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260828_233701_L26_PalletGHR0829035733_Cavity14_B01BKMK_Fail6_Score(0.9801036).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260829_012841_L24_PalletGHM0829054545_Cavity14_B01BLK6_Fail5_Score(0.9563602).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260829_041310_L25_PalletGHM0829083830_Cavity7_B01BKKT_Fail7_Score(0.9998923).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260829_043825_L24_PalletGHP0829085528_Cavity11_B01BLK7_Fail3_Score(0.9186887).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260829_094450_L26_PalletGHE0829140600_Cavity5_B01BLLH_Fail6_Score(0.974093).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260829_102637_L25_PalletGHC0829145012_Cavity3_B01BKL6_Fail7_Score(0.9999846).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260829_102940_L31_PalletGHB0829150617_Cavity3_B01BKVG_Fail7_Score(0.9992886).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260829_103243_L25_PalletGHK0829145800_Cavity10_B01BKL6_Fail2_Score(0.9161161).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260829_105513_L26_PalletGHT0829151625_Cavity10_B01BLLH_Fail6_Score(0.9688128).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260829_114545_L25_PalletGHK0829161057_Cavity11_B01BKL6_Fail6_Score(0.9817747).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260829_122043_L25_PalletGHC0829164600_Cavity3_B01BKL6_Fail7_Score(0.9994503).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260829_131428_L25_PalletGHK0829173948_Cavity9_B01BKL6_Fail7_Score(0.9963691).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260829_132133_L25_PalletGHT0829174649_Cavity12_B01BKL6_Fail3_Score(0.9229178).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260829_135113_L25_PalletGHQ0829181634_Cavity15_B01BKL6_Fail7_Score(0.9923041).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260829_150521_L26_PalletGHR0829192640_Cavity11_B01BLLK_Fail5_Score(0.9570741).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260829_161640_L31_PalletGHI0829205317_Cavity5_B01BKS9_Fail7_Score(0.9999352).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260829_161743_L31_PalletGHK0829205422_Cavity5_B01BKS9_Fail7_Score(0.9996856).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260829_170821_L25_PalletGHP0829213340_Cavity8_B01BKL6_Fail6_Score(0.9697837).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260829_175857_L26_PalletGHJ0829222017_Cavity10_B01BLLK_Fail2_Score(0.9100701)_0.9998_0.2722.bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260830_032203_L25_PalletGHN0830074720_Cavity1_B01BKL5_Fail7_Score(0.9877098).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260830_064535_L26_PalletGHN0830110657_Cavity9_B01BLLL_Fail4_Score(0.9470733).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260830_081030_L24_PalletGHQ0830122741_Cavity13_B01BLKL_Fail4_Score(0.9340531).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260830_091313_L26_PalletGHC0830133433_Cavity13_B01BLLM_Fail6_Score(0.9780738).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260830_124657_L31_PalletGHR0830172344_Cavity3_B01BKSJ_Fail7_Score(0.9995176).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260830_151214_L25_PalletGHS0830193732_Cavity2_B01BKL8_Fail7_Score(0.9926256).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260830_175817_L24_PalletGHP0830221525_Cavity15_B01BLKN_Fail7_Score(0.995065).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260830_195823_L24_PalletGHK0831001536_Cavity3_B01BLKQ_Fail7_Score(0.9928634).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260830_201036_L24_PalletGHJ0831002746_Cavity10_B01BLKQ_Fail5_Score(0.951589).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260830_203109_L24_PalletGHF0831004821_Cavity7_B01BLKQ_Fail7_Score(0.9987257).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260830_203959_L26_PalletGHT0831010121_Cavity8_B01BLLT_Fail6_Score(0.9780105).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260830_204835_L24_PalletGHJ0831010549_Cavity13_B01BLKQ_Fail6_Score(0.9771985).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260831_002625_L24_PalletGHK0831044334_Cavity3_B01BLKR_Fail6_Score(0.9692978).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260831_003828_L26_PalletGHJ0831045949_Cavity9_B01BLLQ_Fail5_Score(0.9506642).bmp
Updated ICube Objects 20260915,Foreign Matter,L24,20260831_022945_L24_PalletGHT0831064700_Cavity2_B01BLKS_Fail5_Score(0.9592326).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260831_043953_L31_PalletGHE0831091644_Cavity11_B01BKV8_Fail7_Score(0.9999753).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260831_045302_L31_PalletGHU0831092956_Cavity14_B01BKV8_Fail7_Score(0.999976).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260831_053322_L31_PalletGHR0831101007_Cavity3_B01BKV8_Fail7_Score(0.9999717).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260831_104257_L25_PalletGHI0831150817_Cavity6_B01BKLP_Fail7_Score(0.9947221).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260831_122051_L26_PalletGHL0831164213_Cavity12_B01BLLV_Fail5_Score(0.9616635).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260831_134649_L26_PalletGHQ0831180816_Cavity7_B01BLLV_Fail6_Score(0.981453)_0.9995_0.3296.bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260831_143457_L26_PalletGHP0831185623_Cavity14_B01BLLW_Fail7_Score(0.9835037).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260831_235048_L25_PalletGHM0901041619_Cavity7_B01BLFD_Fail5_Score(0.963234).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260901_025358_L26_PalletGHI0901071524_Cavity14_B01BLLZ_Fail2_Score(0.9019423).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260901_072230_L26_PalletGHJ0901114356_Cavity5_B01BLLZ_Fail7_Score(0.9965962).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260901_072923_L26_PalletGHC0901115054_Cavity5_B01BLLZ_Fail3_Score(0.9314198).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260901_073008_L25_PalletGHC0901115533_Cavity7_B01BKLB_Fail7_Score(0.9940841)_0.9993_0.9664.bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260901_082542_L25_PalletGHK0901125059_Cavity13_B01BKLD_Fail6_Score(0.9775651).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260901_090357_L26_PalletGHG0901132514_Cavity1_B01BLM0_Fail2_Score(0.9106105).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260901_125314_L26_PalletGHP0901171447_Cavity9_B01BLM6_Fail5_Score(0.9613551).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260901_154747_L25_PalletGHD0901201319_Cavity7_B01BKLL_Fail6_Score(0.9823016).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260901_231610_L26_PalletGHH0902033736_Cavity7_B01BLM3_Fail6_Score(0.9671295).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260902_021606_L25_PalletGHR0902064138_Cavity4_B01BLL1_Fail7_Score(0.9998059).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260902_042153_L26_PalletGHU0902084318_Cavity11_B01BLM5_Fail4_Score(0.9436799).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260902_093350_L26_PalletGHS0902135527_Cavity10_B01BLM7_Fail4_Score(0.9478405).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260902_103852_L26_PalletGHT0902150029_Cavity10_B01BLM9_Fail7_Score(0.9899059).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260902_121634_L26_PalletGHD0902163807_Cavity14_B01BLM9_Fail7_Score(0.9931173).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260902_135802_L27_PalletGHP0902172341_Cavity6_B01BKZW_Fail7_Score(0.9999049).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260902_151913_L26_PalletGHP0902194045_Cavity10_B01BLM8_Fail7_Score(0.9899119)_1.0000_0.9667.bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260902_153020_L27_PalletGHN0902185608_Cavity1_B01BKZW_Fail7_Score(0.9995217).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260902_154818_L25_PalletGHJ0902201344_Cavity14_B01BLL6_Fail6_Score(0.9814947).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260902_162945_L27_PalletGHH0902195534_Cavity12_B01BKZX_Fail7_Score(0.9999328).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260902_164656_L27_PalletGHH0902201245_Cavity11_B01BKZX_Fail7_Score(0.9951946).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260902_180731_L27_PalletGHL0902213314_Cavity1_B01BKZX_Fail7_Score(0.9999884)_0.9502_0.9858.bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260902_182145_L27_PalletGHM0902214729_Cavity9_B01BKZX_Fail7_Score(0.9999737).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260902_182800_L27_PalletGHR0902215349_Cavity4_B01BKZX_Fail7_Score(0.998684)_0.9986_0.9717.bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260902_183121_L27_PalletGHB0902215708_Cavity15_B01BKZX_Fail7_Score(0.9995524).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260902_183356_L27_PalletGHO0902215929_Cavity2_B01BKZX_Fail7_Score(0.9992658).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260902_183514_L27_PalletGHT0902220102_Cavity15_B01BKZX_Fail7_Score(0.9999772).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260902_231105_L27_PalletGHP0903023647_Cavity10_B01BKZX_Fail7_Score(0.991873).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260902_233547_L27_PalletGHE0903030136_Cavity5_B01BKZX_Fail7_Score(0.9998499).bmp
Updated ICube Objects 20260915,Foreign Matter,L25,20260903_001906_L25_PalletGHM0903044446_Cavity6_B01BKLN_Fail2_Score(0.910073)_0.9999_0.9776.bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_012646_L27_PalletGHA0903045232_Cavity10_B01BKZX_Fail7_Score(0.99968).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_013936_L27_PalletGHA0903050518_Cavity11_B01BKZX_Fail7_Score(0.9999638)_0.9968_0.9838.bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_023614_L27_PalletGHT0903054630_Cavity14_B01BKZX_Fail7_Score(0.9999996).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260903_024336_L26_PalletGHH0903070510_Cavity15_B01BLMD_Fail5_Score(0.9565333)_0.9999_0.9678.bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_040737_L27_PalletGHK0903073328_Cavity2_B01BKZX_Fail7_Score(0.9999632).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_045442_L27_PalletGHU0903082034_Cavity12_B01BKZX_Fail7_Score(0.9987509).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_051352_L27_PalletGHD0903083943_Cavity8_B01BKZX_Fail7_Score(0.9989638).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_055616_L27_PalletGHJ0903092203_Cavity15_B01BKZX_Fail4_Score(0.9424945)_0.9985_0.9536.bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_061830_L27_PalletGHF0903094419_Cavity8_B01BKZX_Fail7_Score(0.9999592).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_063459_L27_PalletGHF0903100051_Cavity7_B01BKZX_Fail7_Score(0.9995646).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_073106_L27_PalletGHQ0903105658_Cavity6_B01BKZX_Fail7_Score(0.999969).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_073853_L27_PalletGHF0903110443_Cavity3_B01BKZX_Fail7_Score(0.9997788).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_074710_L27_PalletGHP0903111301_Cavity15_B01BKZX_Fail7_Score(0.9998492).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_082854_L27_PalletGHF0903115443_Cavity10_B01BKZX_Fail7_Score(0.9966903).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_092353_L27_PalletGHT0903124944_Cavity12_B01BKZX_Fail7_Score(0.9944057).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_094425_L27_PalletGHC0903131017_Cavity12_B01BKZX_Fail7_Score(0.9952708).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260903_100106_L26_PalletGHP0903142243_Cavity10_B01BLMC_Fail7_Score(0.9917152).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_100116_L27_PalletGHC0903132703_Cavity11_B01BKZX_Fail7_Score(0.9999615).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_101010_L27_PalletGHN0903133600_Cavity6_B01BKZX_Fail7_Score(0.9992445).bmp
Updated ICube Objects 20260915,Foreign Matter,L31,20260903_101218_L31_PalletGHQ0903144821_Cavity14_B01BN6V_Fail7_Score(0.9969683).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_102959_L27_PalletGHH0903135544_Cavity6_B01BKZX_Fail7_Score(0.9897851).bmp
Updated ICube Objects 20260915,Foreign Matter,L27,20260903_105301_L27_PalletGHN0903141853_Cavity12_B01BKZX_Fail7_Score(0.9999558).bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260903_110709_L26_PalletGHN0903152851_Cavity11_B01BLMC_Fail3_Score(0.9325163)_0.9999_0.9852.bmp
Updated ICube Objects 20260915,Foreign Matter,L26,20260903_123837_L26_PalletGHP0903170010_Cavity9_B01BLMF_Fail3_Score(0.9328412)_0.9890_0.9810.bmp
